,citystate,pop,lat,lng
9300,Grove City MN,1725,45.153172,-94.687843
9301,Grove City OH,58424,39.881382,-83.083944
9302,Grove City PA,16145,41.160704,-80.084138
9303,Grove Hill AL,4977,31.675502,-87.763571
9304,Grove OK,14412,36.592869,-94.756536
9305,Groveland CA,3736,37.840899,-120.191809
9306,Groveland FL,13961,28.564445,-81.874526
9307,Groveland MA,6459,42.753027,-71.027018
9308,Groveland NY,655,42.676046,-77.757334
9309,Groveoak AL,1058,34.435874,-86.040023
9310,Groveport OH,12161,39.858137,-82.887219
9311,Grover Beach CA,13162,35.120969,-120.617348
9312,Grover CO,540,40.871635,-104.234613
9313,Grover Hill OH,1219,41.024497,-84.495601
9314,Grover MO,8512,38.573316,-90.646112
9315,Grover NC,5621,35.183639,-81.455182
9316,Grover WY,494,42.796472,-110.924392
9317,Grovertown IN,1458,41.321969,-86.528905
9318,Groves TX,16147,29.944779,-93.915187
9319,Grovespring MO,1269,37.494667,-92.600141
9320,Groveton NH,2577,44.598367,-71.506421
9321,Groveton TX,3259,31.065142,-95.096894
9322,Grovetown GA,30415,33.476622,-82.240937
9323,Gruetli Laager TN,2018,35.363464,-85.669773
9324,Grulla TX,675,26.293714,-98.596041
9325,Grundy Center IA,3313,42.3672,-92.777344
9326,Grundy VA,8061,37.296678,-82.106077
9327,Gruver TX,1839,36.286805,-101.408906
9328,Grygla MN,769,48.307068,-95.639805
9329,Guadalupe CA,7110,34.959989,-120.570329
9330,Guadalupita NM,376,36.113046,-105.127814
9331,Gualala CA,2093,38.803619,-123.553975
9332,Guelph ND,2681,46.128796,-98.099339
9333,Guerneville CA,4750,38.509573,-122.994416
9334,Guernsey OH,2339,40.166544,-81.53036
9335,Guernsey WY,1302,42.265513,-104.751164
9336,Gueydan LA,3435,30.025541,-92.533779
9337,Guffey CO,806,38.814584,-105.57835
9338,Guide Rock NE,490,40.081186,-98.339064
9339,Guild TN,607,35.017834,-85.511568
9340,Guilderland NY,4271,42.697273,-73.897454
9341,Guildhall VT,827,44.690218,-71.599057
9342,Guilford CT,22375,41.31537,-72.69679
9343,Guilford IN,3358,39.205855,-84.961586
9344,Guilford ME,2537,45.173455,-69.397491
9345,Guilford MO,329,40.174614,-94.695076
9346,Guilford NY,1045,42.426901,-75.482318
9347,Guin AL,4340,33.967624,-87.90238
9348,Guinda CA,370,38.816568,-122.189659
9349,Guion AR,149,35.960135,-91.934287
9350,Gulf Breeze FL,7899,30.3847,-87.043875
9351,Gulfport MS,83530,30.382556,-89.097618
9352,Gulliver MI,771,46.011491,-86.021433
9353,Gully MN,355,47.769745,-95.641034
9354,Gulston KY,301,36.765622,-83.326227
9355,Gum Spring VA,1909,37.818374,-77.907049
9356,Gun Barrel City TX,6602,32.307513,-96.129524
9357,Gunnison CO,9075,38.551056,-106.931013
9358,Gunnison MS,616,33.943886,-90.931899
9359,Gunnison UT,3395,39.154464,-111.816701
9360,Gunpowder MD,104,39.398249,-76.274261
9361,Gunter Afs AL,623,32.406814,-86.247327
9362,Gunter TX,2982,33.449513,-96.734103
9363,Guntersville AL,16272,34.32193,-86.305463
9364,Guntown MS,5702,34.429882,-88.701059
9365,Gurdon AR,4090,33.912493,-93.141691
9366,Gurley AL,6276,34.713964,-86.394028
9367,Gurley NE,385,41.28771,-102.982325
9368,Gurnee IL,37947,42.366906,-87.945232
9369,Gustavus AK,442,58.42835,-135.761542
9370,Gustine CA,8942,37.242456,-121.003965
9371,Gustine TX,1014,31.872448,-98.383488
9372,Guston KY,2304,37.89511,-86.215515
9373,Guthrie Center IA,2674,41.683671,-94.486444
9374,Guthrie OK,20226,35.832955,-97.435995
9375,Guttenberg IA,3136,42.759443,-91.119015
9376,Guttenberg NJ,60884,40.788192,-74.012859
9377,Guy AR,250,35.318487,-92.331539
9378,Guy TX,784,29.332676,-95.770227
9379,Guymon OK,12953,36.696052,-101.47778
9380,Guys Mills PA,2978,41.633265,-79.971437
9381,Guys TN,637,35.014211,-88.520761
9382,Guysville OH,1730,39.294368,-81.926841
9383,Guyton GA,16443,32.31399,-81.389593
9384,Gwynedd PA,640,40.202089,-75.250746
9385,Gwynn Oak MD,48133,39.329628,-76.734064
9386,Gwynn VA,471,37.500594,-76.29042
9387,Gypsum CO,7721,39.661848,-106.967083
9388,Gypsum KS,1374,38.704744,-97.43384
9389,Hacienda Heights CA,54013,33.997741,-117.965205
9390,Hackberry LA,1262,29.982187,-93.374973
9391,Hackensack MN,1755,46.988442,-94.503324
9392,Hackensack NJ,43010,40.888191,-74.050301
9393,Hackett AR,3858,35.194476,-94.398328
9394,Hackettstown NJ,29849,40.852891,-74.834315
9395,Hackleburg AL,2361,34.267803,-87.860762
9396,Haddam CT,2550,41.462718,-72.504988
9397,Haddam KS,195,39.851969,-97.308142
9398,Haddock GA,2660,33.051888,-83.431219
9399,Haddon Heights NJ,7566,39.878832,-75.06639
9400,Haddonfield NJ,16261,39.895449,-75.041726
9401,Hadley MA,5250,42.36062,-72.571499
9402,Hadley NY,2603,43.301268,-73.949905
9403,Hadley PA,2023,41.43302,-80.153544
9404,Hagaman IL,532,39.270756,-90.076632
9405,Hagaman NY,1865,42.959715,-74.166764
9406,Hagarville AR,242,35.523291,-93.344256
9407,Hager City WI,2232,44.626969,-92.550146
9408,Hagerhill KY,2627,37.803511,-82.81491
9409,Hagerman ID,2361,42.814205,-114.88697
9410,Hagerman NM,2525,33.107643,-104.329778
9411,Hagerstown IN,4082,39.92277,-85.160091
9412,Hagerstown MD,93303,39.632022,-77.737215
9413,Hague ND,324,46.058896,-99.974507
9414,Hague NY,574,43.74631,-73.528172
9415,Hague VA,1921,38.057289,-76.661574
9416,Hahira GA,10295,30.941593,-83.357366
9417,Hahnville LA,4719,30.000094,-90.488581
9418,Haigler NE,324,40.064179,-101.937106
9419,Haiku HI,10220,20.907097,-156.299983
9420,Hailey ID,10472,43.523861,-114.306398
9421,Haines AK,2602,59.251886,-135.542032
9422,Haines Creek FL,17519,28.85744,-81.781159
9423,Haines OR,895,44.877622,-117.97556
9424,Hakalau HI,613,19.888217,-155.133335
9425,Halbur IA,246,41.997357,-94.93586
9426,Halcott Center NY,1194,42.178765,-74.531908
9427,Halcyon CA,28413,35.11449,-120.57289
9428,Hale Center TX,3194,34.066943,-101.873623
9429,Hale CO,405,39.733147,-102.211563
9430,Hale MI,4043,44.38189,-83.835941
9431,Hale MO,1072,39.595302,-93.34448
9432,Haledon NJ,22600,40.945689,-74.182599
9433,Haleiwa HI,7352,21.631151,-158.069315
9434,Hales Corners WI,7755,42.941034,-88.0503
9435,Halesite NY,42230,40.866945,-73.410924
9436,Halethorpe MD,33534,39.230893,-76.696872
9437,Haleyville AL,13485,34.231423,-87.593811
9438,Half Moon Bay CA,18424,37.479057,-122.445929
9439,Half Way MO,2481,37.601795,-93.241989
9440,Halfway OR,986,44.895272,-117.113152
9441,Halifax MA,7518,42.000159,-70.844794
9442,Halifax NC,4001,36.30492,-77.560725
9443,Halifax PA,8192,40.47603,-76.89404
9444,Halifax VA,6347,36.762571,-78.941494
9445,Hall MT,407,46.582539,-113.208725
9446,Hall Summit LA,313,32.175249,-93.30475
9447,Hallam NE,485,40.554734,-96.754518
9448,Hallandale FL,39341,25.985019,-80.140737
9449,Hallettsville TX,7569,29.442609,-96.923423
9450,Hallock MN,1364,48.774855,-96.944486
9451,Hallowell KS,5739,37.168992,-94.850227
9452,Hallowell ME,2355,44.286414,-69.805738
9453,Halls TN,5193,35.886232,-89.414671
9454,Hallsboro NC,1647,34.318087,-78.604272
9455,Hallstead PA,3642,41.959798,-75.782595
9456,Hallsville MO,3731,39.105429,-92.223855
9457,Hallsville TX,8611,32.507283,-94.533308
9458,Hallwood VA,776,37.853644,-75.561334
9459,Halma MN,140,48.666895,-96.596899
9460,Halsey NE,137,41.929095,-100.295515
9461,Halsey OR,1625,44.386151,-123.125103
9462,Halstad MN,771,47.355114,-96.798038
9463,Halstead KS,2935,38.006391,-97.511792
9464,Haltom City TX,30645,32.808742,-97.270891
9465,Ham Lake MN,45967,45.25068,-93.284531
9466,Hamar ND,442,47.802014,-98.475218
9467,Hambleton WV,1018,39.116836,-79.641565
9468,Hamburg AR,6756,33.2058,-91.802265
9469,Hamburg IA,1748,40.614902,-95.625789
9470,Hamburg IL,647,39.223488,-90.699546
9471,Hamburg LA,130,31.073269,-91.916177
9472,Hamburg MN,988,44.731452,-93.964317
9473,Hamburg NJ,9160,41.146714,-74.587379
9474,Hamburg NY,41937,42.733404,-78.838853
9475,Hamburg PA,11039,40.548799,-75.987361
9476,Hamburg WI,5406,45.032037,-90.062612
9477,Hamden CT,60966,41.361987,-72.93613
9478,Hamden NY,755,42.17873,-74.998391
9479,Hamden OH,2112,39.168497,-82.509976
9480,Hamel IL,713,38.878433,-89.872678
9481,Hamel MN,6327,45.079951,-93.575957
9482,Hamer ID,581,43.930751,-112.187189
9483,Hamersville OH,3913,38.919962,-83.993062
9484,Hamill SD,183,43.643942,-99.691752
9485,Hamilton AL,11145,34.153413,-88.008521
9486,Hamilton CO,112,40.32504,-107.584089
9487,Hamilton GA,5103,32.741795,-84.884753
9488,Hamilton IA,299,41.175543,-92.924349
9489,Hamilton IL,3610,40.439213,-91.344042
9490,Hamilton IN,3488,41.5566,-84.895092
9491,Hamilton KS,429,37.979122,-96.169133
9492,Hamilton MI,7791,42.688097,-85.974731
9493,Hamilton MO,3024,39.736412,-93.990898
9494,Hamilton MS,3183,33.801141,-88.44784
9495,Hamilton MT,13052,46.23953,-114.167869
9496,Hamilton NC,514,35.944119,-77.21762
9497,Hamilton ND,167,48.794249,-97.469302
9498,Hamilton NJ,118054,40.223338,-74.742598
9499,Hamilton NY,6735,42.82306,-75.543382
9500,Hamilton OH,69677,39.405906,-84.522117
9501,Hamilton PA,105,40.921432,-79.093987
9502,Hamilton TX,4978,31.678116,-98.113051
9503,Hamler OH,1236,41.212874,-84.071989
9504,Hamlet IN,1905,41.393338,-86.53213
9505,Hamlet NC,12592,34.889375,-79.702217
9506,Hamlet ND,198,48.621929,-103.184878
9507,Hamlin IA,193,41.650571,-94.915745
9508,Hamlin NY,7524,43.307577,-77.926996
9509,Hamlin PA,118,41.401477,-75.354232
9510,Hamlin TX,2449,32.879893,-100.128014
9511,Hamlin WV,2647,38.289556,-82.104695
9512,Hammett ID,620,42.981755,-115.565839
9513,Hammon OK,1020,35.646131,-99.402683
9514,Hammond IL,769,39.79465,-88.579305
9515,Hammond IN,73569,41.609929,-87.507911
9516,Hammond LA,46426,30.51908,-90.487856
9517,Hammond MN,1490,44.248812,-92.403967
9518,Hammond MT,146,45.291872,-104.615444
9519,Hammond NY,2211,44.450155,-75.672749
9520,Hammond OR,1383,46.198028,-123.952726
9521,Hammond WI,3586,44.967004,-92.447215
9522,Hammondsport NY,3061,42.431217,-77.197702
9523,Hammondsville OH,882,40.579909,-80.729918
9524,Hampden MA,5109,42.064756,-72.431823
9525,Hampden ME,8824,44.741073,-68.87305
9526,Hampden ND,105,48.522892,-98.654316
9527,Hampden PA,34237,40.212669,-76.99493
9528,Hampshire IL,14341,42.080748,-88.517033
9529,Hampshire TN,1379,35.591482,-87.325135
9530,Hampstead NC,17512,34.3879,-77.662808
9531,Hampstead NH,6334,42.881957,-71.175802
9532,Hampton AR,3224,33.537613,-92.52951
9533,Hampton Bays NY,14068,40.872596,-72.520209
9534,Hampton CT,2841,41.761668,-72.067979
9535,Hampton Falls NH,2238,42.926323,-70.887608
9536,Hampton FL,2060,29.857511,-82.148347
9537,Hampton GA,38569,33.412398,-84.294744
9538,Hampton IA,5776,42.740531,-93.210954
9539,Hampton IL,1822,41.541805,-90.323037
9540,Hampton KY,192,37.334764,-88.364897
9541,Hampton MN,2035,44.602848,-92.946673
9542,Hampton NE,806,40.923609,-97.884146
9543,Hampton NH,15345,42.935883,-70.824336
9544,Hampton NJ,4629,40.677351,-74.962221
9545,Hampton NY,857,43.462135,-73.273072
9546,Hampton SC,4331,32.87288,-81.097333
9547,Hampton TN,4386,36.257743,-82.189144
9548,Hampton VA,137591,37.029671,-76.296896
9549,Hamptonville NC,6421,36.124248,-80.813687
9550,Hamshire TX,1390,29.866769,-94.318739
9551,Hamtramck MI,39038,42.408117,-83.058265
9552,Hana HI,1990,20.761635,-156.039659
9553,Hanapepe HI,2823,21.915644,-159.592022
9554,Hanceville AL,13142,34.051569,-86.784844
9555,Hancock IA,448,41.383238,-95.344528
9556,Hancock MA,2496,42.541961,-73.248737
9557,Hancock MD,3766,39.699083,-78.176246
9558,Hancock ME,2261,44.50459,-68.2402
9559,Hancock MI,6987,47.136731,-88.565385
9560,Hancock MN,1496,45.498464,-95.800775
9561,Hancock NH,1654,42.976817,-71.981858
9562,Hancock VT,323,43.912525,-72.913285
9563,Hancock WI,1923,44.129743,-89.534448
9564,Hancock WV,12633,39.58736,-78.219217
9565,Hanford CA,65264,36.331419,-119.649094
9566,Hankamer TX,1005,29.87524,-94.593846
9567,Hankinson ND,1545,46.055797,-96.899069
9568,Hanksville UT,261,38.252051,-110.813744
9569,Hanley Falls MN,535,44.678862,-95.682492
9570,Hanlontown IA,353,43.307234,-93.335065
9571,Hanna City IL,2919,40.679776,-89.795242
9572,Hanna IN,1068,41.408767,-86.775922
9573,Hanna LA,8555,32.050099,-93.315644
9574,Hanna UT,259,40.450135,-110.809748
9575,Hanna WY,929,41.87264,-106.528283
9576,Hannacroix NY,1073,42.428533,-73.868029
9577,Hannah ND,71,48.959446,-98.723693
9578,Hannibal MO,22067,39.70636,-91.38387
9579,Hannibal NY,4488,43.311115,-76.546034
9580,Hannover ND,1977,46.851248,-101.424453
9581,Hanover AR,8754,35.865769,-92.114762
9582,Hanover IL,1327,42.259405,-90.289707
9583,Hanover IN,5951,38.71378,-85.476316
9584,Hanover KS,1096,39.89266,-96.868947
9585,Hanover MA,13879,42.121406,-70.857006
9586,Hanover MD,12952,39.155069,-76.721535
9587,Hanover ME,238,44.495875,-70.716735
9588,Hanover MI,2579,42.102521,-84.584809
9589,Hanover NH,10538,43.704532,-72.28496
9590,Hanover PA,50292,39.794286,-76.981196
9591,Hanover Park IL,41928,41.983559,-88.160356
9592,Hanover Township PA,40295,41.236512,-75.882557
9593,Hanover VA,3197,37.770116,-77.321572
9594,Hanover WV,1523,37.563029,-81.813617
9595,Hanoverton OH,2425,40.773116,-80.914445
9596,Hansboro ND,47,48.86648,-99.383259
9597,Hansen ID,2060,42.524895,-114.299364
9598,Hansford WV,366,38.127158,-81.395026
9599,Hanska MN,1066,44.152678,-94.493267
9600,Hanson KY,3118,37.438246,-87.475135
9601,Hanson MA,10218,42.061627,-70.865053
9602,Hanston KS,380,38.108964,-99.69278
9603,Hansville WA,2537,47.906143,-122.565509
9604,Hapeville GA,14857,33.66546,-84.387025
9605,Happy Camp CA,1251,41.801802,-123.388045
9606,Happy KY,835,37.195047,-83.081408
9607,Happy TX,1169,34.721899,-101.825632
9608,Harahan LA,26475,29.953473,-90.210748
9609,Harbeson DE,1733,38.672294,-75.223621
9610,Harbinger NC,536,36.086392,-75.812143
9611,Harbor Beach MI,4085,43.831249,-82.688608
9612,Harbor City CA,25457,33.797006,-118.299114
9613,Harbor OR,14051,42.064004,-124.267811
9614,Harbor Point MI,7042,45.464535,-84.980303
9615,Harborcreek PA,2518,42.176719,-79.941648
9616,Harborside ME,123,44.338584,-68.800901
9617,Harcourt IA,515,42.253052,-94.196095
9618,Hardaway AL,253,32.312939,-85.883837
9619,Hardeeville SC,8237,32.263512,-81.066865
9620,Harden City OK,2415,34.666194,-96.54289
9621,Hardesty OK,388,36.601754,-101.153944
9622,Hardin IL,1555,39.154652,-90.624002
9623,Hardin KY,2147,36.776233,-88.262153
9624,Hardin MO,971,39.350433,-93.840869
9625,Hardin MT,5189,45.749843,-107.607457
9626,Hardinsburg IN,1658,38.462599,-86.317983
9627,Hardshell KY,1219,37.484106,-83.328889
9628,Hardtner KS,241,37.030009,-98.654732
9629,Hardwick MN,462,43.791072,-96.21607
9630,Hardwick VT,2556,44.507026,-72.363818
9631,Hardwood MI,3390,45.705411,-87.240522
9632,Hardy AR,3826,36.322746,-91.411027
9633,Hardy IA,205,42.782247,-94.030852
9634,Hardy KY,985,37.602652,-82.255236
9635,Hardy NE,269,40.028452,-97.927057
9636,Hardy VA,6132,37.214473,-79.812661
9637,Hardyville KY,1892,37.224905,-85.754174
9638,Hardyville VA,431,37.547821,-76.418937
9639,Harford PA,193,41.779891,-75.678632
9640,Hargill TX,990,26.433812,-97.99933
9641,Harker Heights TX,70455,31.075056,-97.746736
9642,Harkers Island NC,1207,34.69663,-76.558301
9643,Harlan IA,6703,41.64375,-95.311101
9644,Harlan IN,1971,41.228468,-84.838635
9645,Harlem GA,8150,33.417007,-82.309659
9646,Harlem MT,2435,48.539802,-108.769253
9647,Harleton TX,2189,32.657858,-94.465165
9648,Harleysville PA,23765,40.265922,-75.388335
9649,Harleyville SC,2356,33.220511,-80.450094
9650,Harlingen TX,87263,26.195142,-97.688981
9651,Harlow ND,650,48.26681,-99.440123
9652,Harman WV,755,38.923369,-79.524599
9653,Harmon IL,527,41.697296,-89.569513
9654,Harmon OK,929,36.120524,-99.73266
9655,Harmony MN,1963,43.566268,-92.014511
9656,Harmony NC,5225,35.957975,-80.758462
9657,Harmony PA,4589,40.849646,-80.138117
9658,Harold KY,3056,37.504184,-82.621595
9659,Harper IA,328,41.37283,-92.038758
9660,Harper KS,2093,37.290943,-98.017978
9661,Harper OR,249,43.873363,-117.528433
9662,Harper TX,2395,30.281637,-99.241048
9663,Harper Woods MI,14554,42.437658,-82.928885
9664,Harpers Ferry IA,1039,43.16977,-91.218822
9665,Harpers Ferry WV,12835,39.315283,-77.769449
9666,Harpersfield NY,464,42.449901,-74.687059
9667,Harpersville AL,2082,33.36746,-86.429441
9668,Harpster OH,680,40.747541,-83.23428
9669,Harpursville NY,3629,42.18232,-75.654538
9670,Harrah OK,10378,35.483258,-97.17343
9671,Harrah WA,1267,46.410383,-120.573606
9672,Harrell AR,264,33.510865,-92.391243
9673,Harrells NC,2085,34.676918,-78.242973
9674,Harrellsville NC,901,36.286586,-76.776677
9675,Harriet AR,683,35.974187,-92.50055
9676,Harrietta MI,824,44.297163,-85.739573
9677,Harriman NY,3203,41.299681,-74.155805
9678,Harriman TN,17857,35.934785,-84.515526
9679,Harrington DE,10220,38.924031,-75.584268
9680,Harrington ME,1018,44.612218,-67.814722
9681,Harrington Park NJ,4664,40.991791,-73.980017
9682,Harrington WA,643,47.4555,-118.277793
9683,Harris IA,403,43.456793,-95.442603
9684,Harris MN,3616,45.596205,-93.039545
9685,Harris MO,195,40.307519,-93.350106
9686,Harris NY,181,41.714055,-74.7218
9687,Harrisburg AR,6462,35.572222,-90.703752
9688,Harrisburg IL,12930,37.725661,-88.54404
9689,Harrisburg MO,1787,39.120312,-92.440955
9690,Harrisburg NC,16143,35.324731,-80.659401
9691,Harrisburg NE,455,41.55306,-103.711141
9692,Harrisburg OR,4812,44.271656,-123.143165
9693,Harrisburg PA,89085,40.261767,-76.883079
9694,Harrisburg SD,5906,43.446021,-96.686389
9695,Harrison AR,30163,36.241707,-93.106162
9696,Harrison City PA,3946,40.372455,-79.679754
9697,Harrison GA,1364,32.842007,-82.71593
9698,Harrison ID,1164,47.501692,-116.744607
9699,Harrison ME,3111,44.107099,-70.653855
9700,Harrison MI,13152,44.028478,-84.77289
9701,Harrison MT,331,45.742333,-111.846135
9702,Harrison NE,592,42.394594,-103.831803
9703,Harrison NY,12280,40.971876,-73.718068
9704,Harrison OH,17921,39.259208,-84.78368
9705,Harrison SD,155,43.454923,-98.523338
9706,Harrison TN,12085,35.167898,-85.094532
9707,Harrison Valley PA,651,41.949824,-77.687665
9708,Harrisonburg LA,1710,31.766926,-91.883971
9709,Harrisonburg VA,37989,38.448864,-78.871438
9710,Harrisonville MO,14385,38.64193,-94.32852
9711,Harrisonville PA,1183,39.976137,-78.084077
9712,Harrisville MI,2556,44.654595,-83.34243
9713,Harrisville MS,1312,31.967552,-90.105359
9714,Harrisville NH,961,42.939874,-72.097243
9715,Harrisville NY,2424,44.161294,-75.325151
9716,Harrisville PA,3517,41.163087,-79.979639
9717,Harrisville RI,5976,41.976379,-71.653405
9718,Harrod OH,3653,40.717657,-83.943649
9719,Harrogate TN,6516,36.576718,-83.607262
9720,Harrold SD,469,44.521476,-99.738166
9721,Harrold TX,193,34.097097,-99.035052
9722,Harsens Island MI,1190,42.585043,-82.586049
9723,Harshaw WI,1133,45.676244,-89.650346
9724,Hart MI,6420,43.70676,-86.314152
9725,Hart TX,1487,34.387838,-102.115534
9726,Hartfield VA,1563,37.559437,-76.476949
9727,Hartford AL,5732,31.08598,-85.719204
9728,Hartford AR,1391,35.022233,-94.381876
9729,Hartford City IN,9828,40.454106,-85.375771
9730,Hartford CT,123919,41.767196,-72.675966
9731,Hartford IA,1027,41.459629,-93.402213
9732,Hartford IL,1459,38.829852,-90.074533
9733,Hartford KS,816,38.28326,-95.999718
9734,Hartford KY,6152,37.478533,-86.917982
9735,Hartford MI,6795,42.208807,-86.168703
9736,Hartford NY,608,43.349281,-73.404946
9737,Hartford SD,4713,43.615472,-96.950052
9738,Hartford TN,814,35.825597,-83.099642
9739,Hartford WI,22041,43.315749,-88.370727
9740,Hartington NE,3002,42.623494,-97.283678
9741,Hartland ME,1792,44.878155,-69.471754
9742,Hartland MI,6481,42.63561,-83.714674
9743,Hartland MN,720,43.803989,-93.476953
9744,Hartland VT,2429,43.570764,-72.413103
9745,Hartland WI,20799,43.117153,-88.344572
9746,Hartley IA,2451,43.179984,-95.481696
9747,Hartley TX,766,35.931122,-102.52213
9748,Hartline WA,255,47.725631,-119.104467
9749,Hartly DE,4386,39.15421,-75.693476
9750,Hartman AR,2149,35.443583,-93.614196
9751,Hartman CO,61,38.145291,-102.186609
9752,Hartsburg IL,526,40.245073,-89.451944
9753,Hartsburg MO,2328,38.715902,-92.286377
9754,Hartsdale NY,12604,41.019658,-73.807404
9755,Hartselle AL,24267,34.448206,-86.924235
9756,Hartsfield GA,966,31.217316,-83.970364
9757,Hartshorn MO,441,37.284306,-91.683418
9758,Hartshorne OK,3463,34.84517,-95.573972
9759,Hartstown PA,933,41.550875,-80.381321
9760,Hartsville IN,786,39.273318,-85.70046
9761,Hartsville SC,32284,34.375616,-80.084237
9762,Hartsville TN,6965,36.394728,-86.170408
9763,Hartville MO,3305,37.273453,-92.518058
9764,Hartville OH,9765,40.961798,-81.323873
9765,Hartville WY,132,42.33339,-104.729564
9766,Hartwell GA,16382,34.357124,-82.929576
9767,Hartwick IA,178,41.808019,-92.353845
9768,Hartwick NY,1469,42.695033,-75.055009
9769,Harvard ID,254,46.937647,-116.702524
9770,Harvard IL,13922,42.422727,-88.604812
9771,Harvard MA,4747,42.498565,-71.575293
9772,Harvard NE,1323,40.626463,-98.084574
9773,Harvel IL,378,39.371865,-89.53804
9774,Harvest AL,20575,34.82732,-86.749929
9775,Harvey AR,227,34.867912,-93.752538
9776,Harvey Cedars NJ,6975,39.636347,-74.189033
9777,Harvey IA,498,41.302972,-92.931843
9778,Harvey LA,39887,29.872535,-90.067259
9779,Harvey WV,11920,37.984874,-81.134425
9780,Harveys Lake PA,3793,41.359181,-76.04506
9781,Harveyville KS,671,38.857413,-95.996239
9782,Harviell MO,1163,36.672318,-90.558304
9783,Harwich MA,9663,41.70082,-70.057929
9784,Harwich Port MA,1676,41.67128,-70.076755
9785,Harwick PA,895,40.557433,-79.805115
9786,Harwinton CT,5666,41.770145,-73.072819
9787,Harwood Heights IL,27613,41.971844,-87.819981
9788,Harwood MD,3289,38.858152,-76.614458
9789,Harwood MO,423,37.953028,-94.140194
9790,Harwood TX,910,29.666108,-97.490622
9791,Hasbrouck Height NJ,11842,40.862241,-74.075971
9792,Haskell NJ,4942,41.030111,-74.296542
9793,Haskell OK,5078,35.810752,-95.683981
9794,Haskell TX,3980,33.157993,-99.730923
9795,Haskins OH,1152,41.465159,-83.705858
9796,Haslet TX,15995,32.955734,-97.337185
9797,Haslett MI,12501,42.753088,-84.398887
9798,Hastings FL,5456,29.705147,-81.490908
9799,Hastings IA,449,40.960514,-95.553097
9800,Hastings MI,19127,42.643007,-85.293687
9801,Hastings ND,289,46.705548,-97.999791
9802,Hastings NE,26354,40.587654,-98.391146
9803,Hastings NY,2393,43.35268,-76.147708
9804,Hastings OK,519,34.225064,-98.107539
9805,Hastings On Huds NY,8679,40.99071,-73.875912
9806,Hastings PA,2558,40.665874,-78.702924
9807,Hastings WV,1131,39.565069,-80.677213
9808,Hasty AR,385,36.015229,-93.045966
9809,Haswell CO,88,38.447431,-103.150543
9810,Hat Creek CA,341,40.767673,-121.463687
9811,Hatboro PA,20536,40.178547,-75.107182
9812,Hatch NM,3303,32.658335,-107.159028
9813,Hatchechubbee AL,441,32.284531,-85.302882
9814,Hatfield AR,1437,34.487703,-94.371397
9815,Hatfield MA,2545,42.38439,-72.616735
9816,Hatfield MN,5969,44.009516,-96.322762
9817,Hatfield MO,145,40.521853,-94.169059
9818,Hatfield PA,18038,40.277826,-75.297507
9819,Hatley WI,2964,44.825638,-89.377728
9820,Hattiesburg MS,80858,31.314553,-89.306471
9821,Hattieville AR,1683,35.290713,-92.778317
9822,Hatton KY,49566,38.192831,-84.88061
9823,Hatton ND,1276,47.638012,-97.432548
9824,Haubstadt IN,4069,38.189536,-87.579827
9825,Haughton LA,19325,32.550732,-93.565742
9826,Hauppauge NY,16821,40.823069,-73.195762
9827,Hauula HI,5555,21.61395,-157.915704
9828,Havana FL,11330,30.609242,-84.41434
9829,Havana KS,431,37.091655,-95.941372
9830,Havana ND,167,45.964413,-97.60945
9831,Havelock IA,346,42.84109,-94.725233
9832,Havelock NC,23320,34.896753,-76.890042
9833,Haven KS,2125,37.868593,-97.777244
9834,Havensville KS,396,39.494197,-96.076884
9835,Haverford PA,6248,40.009739,-75.312116
9836,Haverhill FL,103259,26.713218,-80.096347
9837,Haverhill IA,323,41.93196,-92.945857
9838,Haverhill MA,47197,42.785605,-71.072057
9839,Haverhill NH,503,44.039438,-72.057276
9840,Haverstraw NY,11910,41.197095,-73.968959
9841,Havertown PA,35878,39.97736,-75.310613
9842,Havilah CA,1146,35.356798,-118.410264
9843,Haviland KS,1042,37.609615,-99.133964
9844,Haviland OH,669,41.032911,-84.6139
9845,Havre De Grace MD,17603,39.552312,-76.117144
9846,Havre MT,12638,48.556121,-109.687974
9847,Haw River NC,6006,36.055085,-79.334557
9848,Hawaiian Gardens CA,14184,33.82958,-118.072964
9849,Hawarden IA,3216,43.001333,-96.472992
9850,Hawesville KY,4810,37.850318,-86.763804
9851,Hawi HI,1692,20.238021,-155.838007
9852,Hawk Point MO,1934,38.976576,-91.121067
9853,Hawk Run PA,510,40.941215,-78.213787
9854,Hawk Springs WY,107,41.741481,-104.329498
9855,Hawkeye IA,1050,42.948702,-91.957764
9856,Hawkins TX,7607,32.643901,-95.222015
9857,Hawkins WI,868,45.524129,-90.711373
9858,Hawkinsville GA,12998,32.277834,-83.494763
9859,Hawks MI,769,45.297467,-83.854219
9860,Hawley MA,1438,42.621802,-72.880162
9861,Hawley PA,12012,41.478685,-75.197822
9862,Hawley TX,2842,32.594965,-99.795994
9863,Haworth NJ,3382,40.960808,-73.987376
9864,Hawthorne FL,10510,29.573998,-82.105625
9865,Hawthorne NJ,18791,40.956355,-74.156897
9866,Hawthorne NV,3793,38.534658,-118.641143
9867,Hawthorne NY,4931,41.095316,-73.801685
9868,Haxtun CO,1494,40.640587,-102.605175
9869,Hay Springs NE,1249,42.640122,-102.675641
9870,Hayden AL,8810,33.885806,-86.81767
9871,Hayden CO,2463,40.494487,-107.257055
9872,Hayden Lake ID,19990,47.773853,-116.776821
